    -0.7626     0.0000     0.0000  0.31804143E-005  0.31804138E-005  0.31765690E-005  0.31765685E-005
    -0.7626     0.0351     0.0000  0.19387089E-005  0.19387155E-005  0.19361707E-005  0.19361771E-005
    -0.7626     0.0701     0.0000  0.59240489E-006  0.59241131E-006  0.59144014E-006  0.59144656E-006
    -0.7626     0.1052     0.0000  0.18700202E-007  0.18717948E-007  0.18655593E-007  0.18673296E-007
    -0.7626     0.1403     0.0000  0.10024919E-005  0.99704459E-006  0.99741692E-006  0.99199713E-006
    -0.7626     0.1754     0.0000  0.76203834E-008  0.16223671E-007  0.75775342E-008  0.16132446E-007
    -0.7626     0.2104     0.0000  0.59702825E-005  0.60307402E-005  0.59537028E-005  0.60139923E-005
    -0.7626     0.2455     0.0000  0.47679337E-005  0.47857411E-005  0.47620447E-005  0.47798299E-005
    -0.7626     0.2806     0.0000  0.76620072E-005  0.76973583E-005  0.76534116E-005  0.76887227E-005
    -0.7626     0.3157     0.0000  0.47334097E-005  0.48562056E-005  0.47230014E-005  0.48455272E-005
    -0.7626     0.3507     0.0000  0.77155273E-005  0.77155837E-005  0.75242142E-005  0.75242692E-005
    -0.7626     0.3858     0.0000  0.48562047E-005  0.47334092E-005  0.48455263E-005  0.47230010E-005
    -0.7626     0.4209     0.0000  0.76973583E-005  0.76620072E-005  0.76887227E-005  0.76534116E-005
    -0.7626     0.4559     0.0000  0.47857407E-005  0.47679337E-005  0.47798294E-005  0.47620447E-005
    -0.7626     0.4910     0.0000  0.60307393E-005  0.59702825E-005  0.60139914E-005  0.59537028E-005
    -0.7626     0.5261     0.0000  0.16223645E-007  0.76203674E-008  0.16132420E-007  0.75775182E-008
    -0.7626     0.5612     0.0000  0.99704368E-006  0.10024935E-005  0.99199622E-006  0.99741851E-006
    -0.7626     0.5962     0.0000  0.18717829E-007  0.18700215E-007  0.18673177E-007  0.18655603E-007
    -0.7626     0.6313     0.0000  0.59241171E-006  0.59240375E-006  0.59144696E-006  0.59143906E-006
    -0.7626     0.6664     0.0000  0.19387153E-005  0.19387071E-005  0.19361769E-005  0.19361689E-005
    -0.7245     0.0000     0.0000  0.33584840E-005  0.33582724E-005  0.33542790E-005  0.33540675E-005
    -0.7245     0.0351     0.0000  0.23181931E-005  0.23180141E-005  0.23150576E-005  0.23148789E-005
    -0.7245     0.0701     0.0000  0.10825759E-005  0.10824486E-005  0.10807564E-005  0.10806293E-005
    -0.7245     0.1052     0.0000  0.57361541E-006  0.57385000E-006  0.57219683E-006  0.57243085E-006
    -0.7245     0.1403     0.0000  0.16491248E-005  0.16435565E-005  0.16415587E-005  0.16360160E-005
    -0.7245     0.1754     0.0000  0.17567767E-004  0.17621034E-004  0.17507822E-004  0.17560909E-004
    -0.7245     0.2104     0.0000  0.14001811E-003  0.14010705E-003  0.13976992E-003  0.13985870E-003
    -0.7245     0.2455     0.0000  0.53720629E-004  0.53789609E-004  0.53650707E-004  0.53719596E-004
    -0.7245     0.2806     0.0000  0.33653614E-004  0.33705077E-004  0.33610904E-004  0.33662302E-004
    -0.7245     0.3157     0.0000  0.12202104E-003  0.12203796E-003  0.12184026E-003  0.12185716E-003
    -0.7245     0.3507     0.0000  0.19927594E-003  0.19923806E-003  0.19882363E-003  0.19878584E-003
    -0.7245     0.3858     0.0000  0.12203873E-003  0.12202027E-003  0.12185793E-003  0.12183949E-003
    -0.7245     0.4209     0.0000  0.33706132E-004  0.33652552E-004  0.33663357E-004  0.33609846E-004
    -0.7245     0.4559     0.0000  0.53790627E-004  0.53719585E-004  0.53720614E-004  0.53649666E-004
    -0.7245     0.4910     0.0000  0.14010794E-003  0.14001713E-003  0.13985959E-003  0.13976893E-003
    -0.7245     0.5261     0.0000  0.17621474E-004  0.17567843E-004  0.17561348E-004  0.17507900E-004
    -0.7245     0.5612     0.0000  0.16439676E-005  0.16487426E-005  0.16364252E-005  0.16411783E-005
    -0.7245     0.5962     0.0000  0.57413871E-006  0.57332676E-006  0.57271882E-006  0.57190886E-006
    -0.7245     0.6313     0.0000  0.10826571E-005  0.10823661E-005  0.10808375E-005  0.10805470E-005
    -0.7245     0.6664     0.0000  0.23182181E-005  0.23179909E-005  0.23150824E-005  0.23148557E-005
    -0.6863     0.0000     0.0000  0.40099694E-005  0.40095642E-005  0.40043519E-005  0.40039472E-005
    -0.6863     0.0351     0.0000  0.34764967E-005  0.34762165E-005  0.34712605E-005  0.34709808E-005
    -0.6863     0.0701     0.0000  0.28181776E-005  0.28187280E-005  0.28129107E-005  0.28134600E-005
    -0.6863     0.1052     0.0000  0.30675671E-005  0.30906047E-005  0.30590327E-005  0.30820061E-005
    -0.6863     0.1403     0.0000  0.78815256E-005  0.79558768E-005  0.78574303E-005  0.79315532E-005
    -0.6863     0.1754     0.0000  0.44909117E-003  0.44934722E-003  0.44788266E-003  0.44813799E-003
    -0.6863     0.2104     0.0000  0.41153695E-003  0.41199758E-003  0.41017769E-003  0.41063680E-003
    -0.6863     0.2455     0.0000  0.97611715E-004  0.12938854E-003  0.96970492E-004  0.12853858E-003
    -0.6863     0.2806     0.0000  0.32110949E-003  0.33261970E-003  0.32002342E-003  0.33149470E-003
    -0.6863     0.3157     0.0000  0.34161058E-003  0.34386956E-003  0.34087393E-003  0.34312805E-003
    -0.6863     0.3507     0.0000  0.21378383E-003  0.21382242E-003  0.21328812E-003  0.21332661E-003
    -0.6863     0.3858     0.0000  0.34386979E-003  0.34161372E-003  0.34312828E-003  0.34087710E-003
    -0.6863     0.4209     0.0000  0.33262232E-003  0.32111740E-003  0.33149729E-003  0.32003128E-003
    -0.6863     0.4559     0.0000  0.12944685E-003  0.97631731E-004  0.12859653E-003  0.96990392E-004
    -0.6863     0.4910     0.0000  0.41199921E-003  0.41153337E-003  0.41063843E-003  0.41017411E-003
